Attributes,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Symbols,AAPL,AMZN,GOOGL,AAPL,AMZN,GOOGL,AAPL,AMZN,GOOGL,AAPL,AMZN,GOOGL,AAPL,AMZN,GOOGL,AAPL,AMZN,GOOGL
Date,,,,,,,,,,,,,,,,,,
1980-12-12,0.10045342892408371,,,0.1283479928970337,,,0.1289059966802597,,,0.1283479928970337,,,0.1283479928970337,,,469033600.0,,
1980-12-15,0.09521274268627167,,,0.12165199965238571,,,0.12221000343561172,,,0.12165199965238571,,,0.12221000343561172,,,175884800.0,,
1980-12-16,0.08822432905435562,,,0.11272300034761429,,,0.1132809966802597,,,0.11272300034761429,,,0.1132809966802597,,,105728000.0,,
1980-12-17,0.09040795266628265,,,0.11551299691200256,,,0.11607100069522858,,,0.11551299691200256,,,0.11551299691200256,,,86441600.0,,
1980-12-18,0.09302909672260284,,,0.11886200308799744,,,0.11941999942064285,,,0.11886200308799744,,,0.11886200308799744,,,73449600.0,,
1980-12-19,0.09870653599500656,,,0.12611599266529083,,,0.12667399644851685,,,0.12611599266529083,,,0.12611599266529083,,,48630400.0,,
1980-12-22,0.1035105437040329,,,0.1322540044784546,,,0.1328130066394806,,,0.1322540044784546,,,0.1322540044784546,,,37363200.0,,
1980-12-23,0.10787858814001083,,,0.13783499598503113,,,0.13839299976825714,,,0.13783499598503113,,,0.13783499598503113,,,46950400.0,,
1980-12-24,0.11355605721473694,,,0.14508900046348572,,,0.14564700424671173,,,0.14508900046348572,,,0.14508900046348572,,,48003200.0,,
1980-12-26,0.1240382120013237,,,0.15848200023174286,,,0.15904000401496887,,,0.15848200023174286,,,0.15848200023174286,,,55574400.0,,
1980-12-29,0.125785231590271,,,0.16071400046348572,,,0.16127200424671173,,,0.16071400046348572,,,0.16071400046348572,,,93161600.0,,
1980-12-30,0.12272805720567703,,,0.156808003783226,,,0.15736599266529083,,,0.156808003783226,,,0.15736599266529083,,,68880000.0,,
1980-12-31,0.11923428624868393,,,0.1523440033197403,,,0.1529020071029663,,,0.1523440033197403,,,0.1529020071029663,,,35750400.0,,
1981-01-02,0.12054440379142761,,,0.15401799976825714,,,0.15513400733470917,,,0.15401799976825714,,,0.15401799976825714,,,21660800.0,,
1981-01-05,0.11792406439781189,,,0.15067000687122345,,,0.15122799575328827,,,0.15067000687122345,,,0.15122799575328827,,,35728000.0,,
1981-01-06,0.11268254369497299,,,0.1439729928970337,,,0.1445309966802597,,,0.1439729928970337,,,0.1445309966802597,,,45158400.0,,
1981-01-07,0.10787858814001083,,,0.13783499598503113,,,0.13839299976825714,,,0.13783499598503113,,,0.13839299976825714,,,55686400.0,,
1981-01-08,0.1056949570775032,,,0.13504500687122345,,,0.13560299575328827,,,0.13504500687122345,,,0.13560299575328827,,,39827200.0,,
1981-01-09,0.11137235164642334,,,0.14229899644851685,,,0.14285700023174286,,,0.14229899644851685,,,0.14229899644851685,,,21504000.0,,
1981-01-12,0.11049900949001312,,,0.141183003783226,,,0.14229899644851685,,,0.141183003783226,,,0.14229899644851685,,,23699200.0,,
1981-01-13,0.10656840354204178,,,0.13616099953651428,,,0.1367190033197403,,,0.13616099953651428,,,0.1367190033197403,,,23049600.0,,
1981-01-14,0.10700512677431107,,,0.1367190033197403,,,0.1372770071029663,,,0.1367190033197403,,,0.1367190033197403,,,14291200.0,,
1981-01-15,0.10918878763914108,,,0.13950900733470917,,,0.140625,,,0.13950900733470917,,,0.13950900733470917,,,14067200.0,,
1981-01-16,0.10831533372402191,,,0.13839299976825714,,,0.13895100355148315,,,0.13839299976825714,,,0.13895100355148315,,,13395200.0,,
1981-01-19,0.11486620455980301,,,0.14676299691200256,,,0.14732100069522858,,,0.14676299691200256,,,0.14676299691200256,,,41574400.0,,
1981-01-20,0.11137235164642334,,,0.14229899644851685,,,0.14285700023174286,,,0.14229899644851685,,,0.14285700023174286,,,30083200.0,,
1981-01-21,0.11355605721473694,,,0.14508900046348572,,,0.14620499312877655,,,0.14508900046348572,,,0.14508900046348572,,,15904000.0,,
1981-01-22,0.11486620455980301,,,0.14676299691200256,,,0.1478790044784546,,,0.14676299691200256,,,0.14676299691200256,,,35548800.0,,
1981-01-23,0.11442958563566208,,,0.14620499312877655,,,0.14732100069522858,,,0.14620499312877655,,,0.14676299691200256,,,11222400.0,,
1981-01-26,0.11268254369497299,,,0.1439729928970337,,,0.1445309966802597,,,0.1439729928970337,,,0.1445309966802597,,,24640000.0,,
1981-01-27,0.1118091344833374,,,0.14285700023174286,,,0.1439729928970337,,,0.14285700023174286,,,0.1439729928970337,,,23699200.0,,
1981-01-28,0.10831533372402191,,,0.13839299976825714,,,0.13895100355148315,,,0.13839299976825714,,,0.13895100355148315,,,28156800.0,,
1981-01-29,0.10438480228185654,,,0.1333709955215454,,,0.13392899930477142,,,0.1333709955215454,,,0.13392899930477142,,,43904000.0,,
1981-01-30,0.09870653599500656,,,0.12611599266529083,,,0.12723200023174286,,,0.12611599266529083,,,0.12723200023174286,,,46188800.0,,
1981-02-02,0.09302909672260284,,,0.11886200308799744,,,0.11941999942064285,,,0.11886200308799744,,,0.11941999942064285,,,23766400.0,,
1981-02-03,0.09652291238307953,,,0.12332600355148315,,,0.12388399988412857,,,0.12332600355148315,,,0.12332600355148315,,,19152000.0,,
1981-02-04,0.100016750395298,,,0.12779000401496887,,,0.1283479928970337,,,0.12779000401496887,,,0.12779000401496887,,,27865600.0,,
1981-02-05,0.100016750395298,,,0.12779000401496887,,,0.1289059966802597,,,0.12779000401496887,,,0.12779000401496887,,,7929600.0,,
1981-02-06,0.10045342892408371,,,0.1283479928970337,,,0.1289059966802597,,,0.1283479928970337,,,0.1283479928970337,,,13865600.0,,
1981-02-09,0.09521274268627167,,,0.12165199965238571,,,0.12276799976825714,,,0.12165199965238571,,,0.12276799976825714,,,16755200.0,,
1981-02-10,0.09521274268627167,,,0.12165199965238571,,,0.12221000343561172,,,0.12165199965238571,,,0.12165199965238571,,,18345600.0,,
1981-02-11,0.09215565770864487,,,0.11774600297212601,,,0.11830399930477142,,,0.11774600297212601,,,0.11830399930477142,,,13843200.0,,
1981-02-12,0.09128138422966003,,,0.11662899702787399,,,0.1171879991889,,,0.11662899702787399,,,0.1171879991889,,,14560000.0,,
1981-02-13,0.089097760617733,,,0.11383900046348572,,,0.11495500057935715,,,0.11383900046348572,,,0.11495500057935715,,,11155200.0,,
1981-02-17,0.09128138422966003,,,0.11662899702787399,,,0.1171879991889,,,0.11662899702787399,,,0.11662899702787399,,,12275200.0,,
1981-02-18,0.09521274268627167,,,0.12165199965238571,,,0.12276799976825714,,,0.12165199965238571,,,0.12165199965238571,,,19241600.0,,
1981-02-19,0.08953452855348587,,,0.11439699679613113,,,0.11495500057935715,,,0.11439699679613113,,,0.11495500057935715,,,22310400.0,,
1981-02-20,0.08473048359155655,,,0.10825899988412857,,,0.10881700366735458,,,0.10825899988412857,,,0.10881700366735458,,,24371200.0,,
1981-02-23,0.0860406830906868,,,0.10993299633264542,,,0.11049100011587143,,,0.10993299633264542,,,0.10993299633264542,,,14112000.0,,
1981-02-24,0.08298361301422119,,,0.10602699965238571,,,0.10714299976825714,,,0.10602699965238571,,,0.10714299976825714,,,16979200.0,,
1981-02-25,0.08822432905435562,,,0.11272300034761429,,,0.1132809966802597,,,0.11272300034761429,,,0.11272300034761429,,,19488000.0,,
1981-02-26,0.08953452855348587,,,0.11439699679613113,,,0.11495500057935715,,,0.11439699679613113,,,0.11439699679613113,,,10841600.0,,
1981-02-27,0.09259236603975296,,,0.11830399930477142,,,0.11941999942064285,,,0.11830399930477142,,,0.11830399930477142,,,14761600.0,,
1981-03-02,0.09302909672260284,,,0.11886200308799744,,,0.11941999942064285,,,0.11886200308799744,,,0.11886200308799744,,,11760000.0,,
1981-03-03,0.09171893447637558,,,0.1171879991889,,,0.11774600297212601,,,0.1171879991889,,,0.11774600297212601,,,16172800.0,,
1981-03-04,0.09084469825029373,,,0.11607100069522858,,,0.11662899702787399,,,0.11607100069522858,,,0.11662899702787399,,,13708800.0,,
1981-03-05,0.09040795266628265,,,0.11551299691200256,,,0.11607100069522858,,,0.11551299691200256,,,0.11607100069522858,,,5376000.0,,
1981-03-06,0.08953452855348587,,,0.11439699679613113,,,0.11551299691200256,,,0.11439699679613113,,,0.11551299691200256,,,11603200.0,,
1981-03-09,0.08254687488079071,,,0.1054690033197403,,,0.10602699965238571,,,0.1054690033197403,,,0.10602699965238571,,,15321600.0,,
1981-03-10,0.07861554622650146,,,0.10044600069522858,,,0.10100399702787399,,,0.10044600069522858,,,0.10100399702787399,,,28380800.0,,
1981-03-11,0.07555845379829407,,,0.09653999656438828,,,0.0976559966802597,,,0.09653999656438828,,,0.0976559966802597,,,29859200.0,,
1981-03-12,0.07861554622650146,,,0.10044600069522858,,,0.10100399702787399,,,0.10044600069522858,,,0.10044600069522858,,,59248000.0,,
1981-03-13,0.0777420923113823,,,0.09933000057935715,,,0.09988799691200256,,,0.09933000057935715,,,0.09988799691200256,,,231302400.0,,
1981-03-16,0.08079995214939117,,,0.10323700308799744,,,0.10435300320386887,,,0.10323700308799744,,,0.10323700308799744,,,37228800.0,,
1981-03-17,0.08473048359155655,,,0.10825899988412857,,,0.109375,,,0.10825899988412857,,,0.10825899988412857,,,43747200.0,,
1981-03-18,0.08997124433517456,,,0.11495500057935715,,,0.11607100069522858,,,0.11495500057935715,,,0.11495500057935715,,,36937600.0,,
1981-03-19,0.089097760617733,,,0.11383900046348572,,,0.11439699679613113,,,0.11383900046348572,,,0.11439699679613113,,,37811200.0,,
1981-03-20,0.08997124433517456,,,0.11495500057935715,,,0.11607100069522858,,,0.11495500057935715,,,0.11495500057935715,,,14604800.0,,
1981-03-23,0.09346584230661392,,,0.11941999942064285,,,0.12053599953651428,,,0.11941999942064285,,,0.11941999942064285,,,22019200.0,,
1981-03-24,0.09302909672260284,,,0.11886200308799744,,,0.11941999942064285,,,0.11886200308799744,,,0.11941999942064285,,,28156800.0,,
1981-03-25,0.09128138422966003,,,0.11662899702787399,,,0.11774600297212601,,,0.11662899702787399,,,0.11774600297212601,,,7056000.0,,
